VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1049,26,445,0,98466.0,2017,8,159,1,0,53.0,0.0,28.0,285189040,411,19,53053072311.0
8601,30,206,0,98258.0,2024,20,103,0,1,0.0,0.0,44.0,269470813,245,72,53061052706.0
6014,26,210,0,98499.0,2023,39,100,0,1,0.0,0.0,28.0,260533948,402,19,53053071901.0
6952,13,0,0,98520.0,2023,41,23,0,1,0.0,0.0,19.0,264323202,538,40,53027001200.0
5926,36,28,0,98225.0,2024,39,100,0,1,0.0,0.0,42.0,264395491,387,74,53073000301.0
2168,16,377,0,98104.0,2024,43,83,0,1,0.0,0.0,37.0,273025301,335,57,53033009100.0
7630,16,27,0,98007.0,2024,17,85,0,1,0.0,0.0,48.0,268626697,253,73,53033023603.0
509,30,134,0,98201.0,2023,13,58,0,1,0.0,0.0,38.0,241555898,279,72,53061040800.0
6037,30,257,0,98012.0,2022,39,100,0,1,0.0,0.0,44.0,193929060,281,72,53061052005.0
5663,16,187,0,98027.0,2024,35,123,0,1,0.0,0.0,5.0,270685082,239,73,53033031904.0
6622,28,11,0,98221.0,2021,41,114,1,2,25.0,0.0,40.0,198415157,433,72,53057940700.0
4241,26,422,0,98408.0,2022,39,97,0,1,0.0,0.0,27.0,216786223,382,19,53053062502.0
2927,33,298,0,98501.0,2023,13,101,0,1,0.0,0.0,22.0,263097418,492,72,53067011200.0
4631,16,113,0,98019.0,2017,39,98,0,0,210.0,0.0,45.0,264448768,230,73,53033032327.0
6038,16,32,0,98010.0,2023,39,100,0,1,0.0,0.0,5.0,238756976,233,73,53033031603.0
5257,16,452,0,98070.0,2021,39,100,0,1,0.0,0.0,34.0,144215816,385,73,53033027701.0
6070,30,411,0,98292.0,2023,39,100,0,1,0.0,0.0,10.0,258239383,358,31,53061053201.0
6018,26,34,0,98391.0,2023,39,100,0,1,0.0,0.0,31.0,259051915,263,73,53053070208.0
5779,26,118,0,98372.0,2023,39,99,0,1,0.0,0.0,31.0,259663764,306,73,53053073501.0
10416,30,257,0,98012.0,2017,2,10,1,2,16.0,0.0,44.0,195237787,281,72,53061052006.0
8240,28,202,0,98257.0,2022,20,53,0,1,0.0,0.0,10.0,211332845,397,72,53057952100.0
4249,2,355,0,99354.0,2022,39,97,0,1,0.0,0.0,8.0,204887749,117,12,53005010100.0
7218,16,377,0,98103.0,2025,17,91,0,1,0.0,0.0,43.0,271862076,349,57,53033004902.0
4522,20,346,0,98377.0,2018,39,98,0,0,249.0,0.0,20.0,303574687,225,20,53041972000.0
6440,20,63,0,98532.0,2024,26,36,1,2,26.0,0.0,20.0,244096674,508,73,53041970200.0
6066,16,373,0,98074.0,2023,39,100,0,1,0.0,0.0,45.0,251384556,235,73,53033032215.0
5280,14,147,0,98249.0,2021,39,100,0,1,0.0,0.0,10.0,180763117,406,72,53029971800.0
5972,16,387,0,98155.0,2025,39,100,0,1,0.0,0.0,32.0,272651501,324,57,53033020402.0
6483,30,15,0,98223.0,2012,31,92,0,0,73.0,0.0,39.0,232218409,255,31,53061053508.0
6615,26,153,0,98335.0,2024,41,114,1,0,39.0,0.0,26.0,261272336,423,19,53053072407.0
3589,26,153,0,98335.0,2024,27,67,1,0,48.0,0.0,26.0,269352387,423,19,53053072407.0
95,16,238,0,98038.0,2024,19,161,1,2,21.0,0.0,5.0,266554767,241,73,53033032002.0
615,3,466,0,98801.0,2023,13,153,0,1,0.0,0.0,12.0,271200401,166,66,53007960700.0
5999,16,350,0,98052.0,2024,39,100,0,1,0.0,0.0,48.0,265614100,257,73,53033022803.0
8255,14,289,0,98277.0,2022,20,53,0,1,0.0,0.0,10.0,198673072,445,72,53029970402.0
12883,28,202,0,98257.0,2022,44,164,0,1,0.0,0.0,10.0,193645770,397,72,53057940802.0
782,28,202,0,98257.0,2022,8,21,0,1,0.0,0.0,10.0,270001357,397,72,53057940802.0
5264,23,305,0,98844.0,2021,39,100,0,1,0.0,0.0,7.0,167253026,125,68,53047970301.0
6020,16,477,0,98072.0,2025,39,100,0,1,0.0,0.0,45.0,273910990,259,73,53033032307.0
12297,16,377,0,98103.0,2023,32,117,0,1,0.0,0.0,46.0,220429478,349,57,53033001800.0
5686,26,402,0,98373.0,2022,35,123,0,1,0.0,0.0,25.0,229430435,312,15,53053071310.0
6624,30,230,0,98087.0,2021,41,114,1,2,25.0,0.0,21.0,257443028,305,72,53061041812.0
10774,30,157,0,98251.0,2014,5,77,1,0,72.0,0.0,39.0,265602403,215,31,53061053801.0
11106,30,230,0,98037.0,2024,5,78,0,1,0.0,0.0,32.0,259188086,304,72,53061051802.0
1176,28,266,0,98274.0,2015,8,159,1,0,38.0,0.0,10.0,248388724,330,72,53057952700.0
8838,26,404,0,98387.0,2023,20,148,1,0,34.0,0.0,28.0,254032901,373,73,53053071403.0
1224,28,11,0,98221.0,2017,8,159,1,0,53.0,0.0,40.0,186115233,433,72,53057940401.0
6935,31,78,0,99005.0,2024,38,141,0,1,0.0,0.0,4.0,274104372,29,24,53063010203.0
6882,2,355,0,99354.0,2023,41,129,1,0,42.0,0.0,8.0,228605975,117,12,53005010100.0
11632,36,28,0,98226.0,2015,33,111,1,2,15.0,0.0,42.0,100643938,398,74,53073940002.0
8245,30,206,0,98258.0,2024,20,53,0,1,0.0,0.0,44.0,267272799,245,72,53061052606.0
6081,16,373,0,98075.0,2022,39,100,0,1,0.0,0.0,41.0,186732696,240,73,53033032218.0
8165,31,406,0,99217.0,2024,20,54,0,1,0.0,0.0,4.0,264900331,31,2,53063010101.0
6032,16,350,0,98052.0,2025,39,100,0,1,0.0,0.0,48.0,274108887,257,73,53033022803.0
4268,16,27,0,98008.0,2025,39,97,0,1,0.0,0.0,48.0,274157313,252,73,53033023100.0
905,4,327,0,98362.0,2019,8,21,0,0,238.0,0.0,24.0,6328514,528,11,53009001200.0
4643,10,85,0,99326.0,2016,39,98,0,0,210.0,0.0,9.0,103300704,100,5,53021020802.0
7371,3,232,0,98828.0,2021,17,91,0,1,0.0,0.0,12.0,171488943,160,66,53007961200.0
3096,16,19,0,98092.0,2024,13,101,0,1,0.0,0.0,31.0,272263946,267,73,53033031204.0
1222,26,112,0,98327.0,2019,8,159,1,0,53.0,0.0,28.0,219468609,439,73,53053072802.0
929,34,59,0,98612.0,2023,8,20,0,1,0.0,0.0,19.0,227372547,526,46,53069950100.0
2855,30,230,0,98036.0,2023,13,101,0,1,0.0,0.0,32.0,228794331,309,72,53061051402.0
4165,16,194,0,98031.0,2019,39,97,0,0,220.0,0.0,47.0,476822020,265,73,53033029602.0
6029,30,230,0,98036.0,2022,39,100,0,1,0.0,0.0,1.0,211551077,309,72,53061051929.0
5973,30,134,0,98203.0,2023,39,100,0,1,0.0,0.0,38.0,260446476,286,72,53061041400.0
6039,31,406,0,99203.0,2024,39,100,0,1,0.0,0.0,6.0,267756527,38,61,53063004300.0
4142,30,134,0,98204.0,2023,39,97,0,1,0.0,0.0,21.0,236266726,302,72,53061041901.0
6009,16,377,0,98178.0,2022,39,100,0,1,0.0,0.0,37.0,223839885,292,57,53033026101.0
4253,16,351,0,98059.0,2018,39,97,0,0,215.0,0.0,5.0,233625864,260,73,53033031912.0
7045,26,402,0,98373.0,2023,41,129,1,0,42.0,0.0,25.0,259161836,312,73,53053071307.0
4233,30,230,0,98037.0,2022,39,97,0,1,0.0,0.0,21.0,195162467,304,72,53061051928.0
7077,16,477,0,98072.0,2025,41,129,1,0,42.0,0.0,45.0,277931580,259,73,53033032307.0
2436,30,257,0,98012.0,2018,9,110,1,0,33.0,0.0,44.0,254194769,281,72,53061052005.0
3148,30,261,0,98272.0,2023,13,101,0,1,0.0,0.0,39.0,251850273,228,72,53061052203.0
6126,16,377,0,98125.0,2018,29,109,1,2,22.0,0.0,46.0,180830919,315,57,53033000601.0
4224,14,289,0,98277.0,2021,39,97,0,1,0.0,0.0,10.0,228468579,445,72,53029970300.0
1762,16,238,0,98038.0,2024,7,93,0,1,0.0,0.0,5.0,266829657,241,73,53033032007.0
5269,31,248,0,99021.0,2020,39,100,0,0,291.0,0.0,7.0,133652564,30,2,53063010504.0
6027,30,35,0,98021.0,2024,39,100,0,1,0.0,0.0,1.0,264693089,268,72,53061051926.0
1212,2,193,0,99337.0,2017,8,159,1,0,53.0,0.0,8.0,143083440,115,34,53005011506.0
7631,36,28,0,98226.0,2024,17,85,0,1,0.0,0.0,42.0,275073214,398,74,53073000102.0
256,16,351,0,98058.0,2024,19,68,1,2,25.0,0.0,11.0,272505110,248,73,53033031906.0
4807,16,198,0,98033.0,2015,39,98,0,0,208.0,0.0,45.0,267361860,280,73,53033022402.0
5481,30,261,0,98272.0,2024,39,37,0,1,0.0,0.0,39.0,267232815,228,72,53061052203.0
105,7,478,0,98674.0,2024,19,161,1,2,21.0,0.0,20.0,270454684,466,37,53015001503.0
3942,31,406,0,99201.0,2025,5,163,1,0,40.0,0.0,3.0,274855682,40,61,53063002300.0
6034,26,422,0,98422.0,2023,39,100,0,1,0.0,0.0,27.0,233659226,359,19,53053940002.0
4014,30,257,0,98012.0,2022,5,163,1,0,30.0,0.0,44.0,269731808,281,72,53061041704.0
952,30,230,0,98037.0,2021,8,21,0,1,0.0,0.0,32.0,271199967,304,72,53061051701.0
4133,16,377,0,98102.0,2023,39,97,0,1,0.0,0.0,43.0,231039462,331,57,53033007501.0
682,26,153,0,98332.0,2023,13,58,0,1,0.0,0.0,26.0,269857353,424,19,53053072506.0
12330,17,390,0,98383.0,2024,32,117,0,1,0.0,0.0,23.0,261358919,461,72,53035091206.0
5950,17,331,0,98366.0,2024,39,100,0,1,0.0,0.0,26.0,271625665,441,72,53035092300.0
6002,16,194,0,98030.0,2023,39,100,0,1,0.0,0.0,47.0,230110961,274,73,53033029508.0
5921,16,477,0,98072.0,2023,39,100,0,1,0.0,0.0,45.0,256181474,259,73,53033032319.0
2017,26,413,0,98388.0,2019,31,92,0,0,150.0,0.0,28.0,196392822,427,51,53053072109.0
6034,30,230,0,98087.0,2023,39,100,0,1,0.0,0.0,21.0,224670918,305,72,53061041816.0
6035,16,477,0,98072.0,2024,39,100,0,1,0.0,0.0,45.0,264311491,259,73,53033021906.0
817,30,230,0,98036.0,2022,8,21,0,1,0.0,0.0,32.0,204982277,309,72,53061051500.0
4248,33,298,0,98501.0,2021,39,97,0,1,0.0,0.0,20.0,138890860,492,72,53067012610.0
10472,26,146,0,98333.0,2022,5,88,0,1,0.0,0.0,26.0,214772484,448,19,53053072410.0
11283,16,477,0,98072.0,2014,27,17,0,0,87.0,0.0,45.0,433653,259,73,53033032320.0
1809,16,194,0,98031.0,2015,31,92,0,0,84.0,0.0,47.0,2838531,265,73,53033029602.0
5930,37,365,0,99170.0,2024,39,100,0,1,0.0,0.0,9.0,261822571,34,2,53075000900.0
7984,30,395,0,98296.0,2023,17,87,0,1,0.0,0.0,1.0,255429835,258,72,53061052108.0
5192,28,266,0,98273.0,2018,39,99,0,0,238.0,0.0,39.0,211798065,340,72,53057951300.0
12248,35,458,0,99362.0,2015,43,38,0,0,83.0,0.0,16.0,7951639,88,64,53071920701.0
7260,33,439,0,98501.0,2024,17,155,1,0,33.0,0.0,22.0,265302656,492,72,53067011821.0
6345,15,332,0,98368.0,2019,16,29,1,0,47.0,0.0,24.0,229672488,475,48,53031950604.0
6038,16,284,0,98045.0,2023,39,100,0,1,0.0,0.0,5.0,240390447,217,73,53033032704.0
4104,30,230,0,98036.0,2021,39,97,0,1,0.0,0.0,1.0,171349209,309,72,53061051932.0
10197,8,114,0,98802.0,2019,2,39,0,0,204.0,0.0,12.0,478694667,164,67,53017950400.0
4408,10,319,0,99301.0,2013,39,98,0,0,208.0,69900.0,16.0,208778475,112,39,53021020401.0
7319,16,377,0,98107.0,2023,17,91,0,1,0.0,0.0,36.0,229948337,364,57,53033003201.0
5016,16,187,0,98029.0,2020,39,99,0,0,293.0,0.0,5.0,128699392,234,73,53033032221.0
3427,16,350,0,98052.0,2024,16,115,0,1,0.0,0.0,48.0,268989591,257,73,53033032330.0
10840,28,11,0,98221.0,2017,5,77,1,0,97.0,0.0,40.0,211195834,433,72,53057940301.0
5276,36,28,0,98226.0,2021,39,100,0,1,0.0,0.0,42.0,132285086,398,74,53073000803.0
13198,26,422,0,98403.0,2023,44,165,1,0,35.0,0.0,27.0,214823962,386,19,53053060600.0
4234,26,34,0,98391.0,2023,39,97,0,1,0.0,0.0,31.0,241527786,263,73,53053070209.0
10059,31,407,0,99037.0,2019,2,39,0,0,204.0,0.0,4.0,257928177,17,2,53063013001.0
7567,2,467,0,99353.0,2023,17,85,0,1,0.0,0.0,8.0,256351476,123,34,53005010707.0
5770,16,452,0,98070.0,2023,39,99,0,1,0.0,0.0,34.0,228432536,385,73,53033027702.0
1198,30,134,0,98203.0,2019,8,159,1,0,53.0,0.0,38.0,271008398,286,72,53061040900.0
4201,31,216,0,99019.0,2022,39,97,0,1,0.0,0.0,4.0,203898348,8,2,53063013205.0
5267,30,230,0,98037.0,2020,39,100,0,0,291.0,0.0,21.0,245427612,304,72,53061051928.0
6062,26,422,0,98422.0,2023,39,100,0,1,0.0,0.0,27.0,245193924,359,19,53053940005.0
1662,16,194,0,98032.0,2024,7,93,0,1,0.0,0.0,33.0,266040183,291,73,53033029101.0
6036,16,27,0,98007.0,2025,39,100,0,1,0.0,0.0,48.0,274635756,253,73,53033022805.0
4107,16,27,0,98008.0,2024,39,97,0,1,0.0,0.0,48.0,273596389,252,73,53033023202.0
6480,30,395,0,98290.0,2011,31,92,0,0,73.0,0.0,39.0,189036144,250,72,53061052203.0
12586,16,351,0,98058.0,2021,44,166,1,2,18.0,0.0,11.0,272823911,248,73,53033031910.0
4670,2,193,0,99337.0,2022,39,98,0,1,0.0,0.0,8.0,196216394,115,34,53005011506.0
6013,30,230,0,98037.0,2022,39,100,0,1,0.0,0.0,21.0,207237467,304,72,53061051927.0
4089,33,298,0,98501.0,2024,39,97,0,1,0.0,0.0,22.0,274224492,492,72,53067011200.0
4124,16,373,0,98075.0,2023,39,97,0,1,0.0,0.0,41.0,244670821,240,73,53033032224.0
13234,16,477,0,98072.0,2024,44,165,1,0,35.0,0.0,45.0,264441250,259,73,53033032326.0
4520,30,35,0,98012.0,2016,39,98,0,0,210.0,0.0,1.0,175965597,281,72,53061052009.0
4125,30,35,0,98012.0,2024,39,97,0,1,0.0,0.0,21.0,262827785,281,72,53061051922.0
6023,30,261,0,98272.0,2024,39,100,0,1,0.0,0.0,39.0,272191377,228,72,53061052207.0
12868,16,284,0,98045.0,2023,44,26,0,1,0.0,0.0,5.0,265798207,217,73,53033032705.0
2749,37,128,0,99125.0,2020,13,63,1,2,26.0,0.0,9.0,103048074,60,2,53075000900.0
5872,16,350,0,98053.0,2022,39,99,0,1,0.0,0.0,45.0,260448835,238,73,53033032332.0
6949,31,66,0,99004.0,2024,38,141,0,1,0.0,0.0,6.0,271900716,52,54,53063014200.0
4189,7,478,0,98674.0,2018,39,97,0,0,215.0,0.0,20.0,218050885,466,37,53015001503.0
10914,30,35,0,98021.0,2023,5,78,0,1,0.0,0.0,1.0,249605667,268,72,53061051932.0
5487,17,197,0,98346.0,2024,39,37,0,1,0.0,0.0,23.0,267206782,399,72,53035090102.0
6035,8,114,0,98802.0,2024,39,100,0,1,0.0,0.0,12.0,263010674,164,67,53017950400.0
806,16,377,0,98178.0,2018,8,21,0,0,238.0,0.0,37.0,144625785,292,73,53033026001.0
983,16,187,0,98029.0,2022,8,20,0,1,0.0,0.0,5.0,272169908,234,73,53033032221.0
4160,30,134,0,98204.0,2023,39,97,0,1,0.0,0.0,21.0,229627646,302,72,53061041810.0
984,16,377,0,98178.0,2023,8,20,0,1,0.0,0.0,37.0,224743963,292,73,53033026102.0
6036,30,15,0,98223.0,2025,39,100,0,1,0.0,0.0,39.0,274048834,255,31,53061053510.0
6013,30,35,0,98012.0,2022,39,100,0,1,0.0,0.0,1.0,219886236,281,72,53061052107.0
5267,2,193,0,99337.0,2020,39,100,0,0,291.0,0.0,8.0,113123713,115,34,53005011100.0
1951,36,28,0,98225.0,2022,31,92,0,1,0.0,0.0,42.0,193861202,387,74,53073000501.0
4191,16,238,0,98038.0,2020,39,97,0,0,322.0,0.0,5.0,103383031,241,73,53033032007.0
5915,16,187,0,98029.0,2024,39,99,0,1,0.0,0.0,5.0,261930140,234,73,53033032220.0
6022,16,27,0,98004.0,2023,39,100,0,1,0.0,0.0,41.0,240666275,270,73,53033023808.0
6948,30,230,0,98036.0,2023,38,141,0,1,0.0,0.0,32.0,259799116,309,72,53061051702.0
4089,31,406,0,99208.0,2024,39,97,0,1,0.0,0.0,7.0,272557946,45,2,53063010508.0
8405,30,134,0,98201.0,2022,20,103,0,1,0.0,0.0,38.0,269921389,279,72,53061040400.0
6034,16,477,0,98072.0,2023,39,100,0,1,0.0,0.0,45.0,260063345,259,73,53033032307.0
6018,16,194,0,98042.0,2023,39,100,0,1,0.0,0.0,47.0,224536567,249,73,53033031705.0
5815,16,27,0,98008.0,2023,39,99,0,1,0.0,0.0,48.0,256133006,252,73,53033022901.0
12249,30,134,0,98204.0,2016,43,38,0,0,83.0,0.0,21.0,220202300,302,72,53061041901.0
5280,16,27,0,98005.0,2021,39,100,0,1,0.0,0.0,41.0,128558727,261,73,53033023801.0
6023,30,134,0,98208.0,2024,39,100,0,1,0.0,0.0,21.0,273564644,269,72,53061041701.0
4037,16,373,0,98029.0,2021,5,163,1,0,30.0,0.0,5.0,157685384,234,73,53033032211.0
5860,30,134,0,98203.0,2023,39,99,0,1,0.0,0.0,38.0,260801425,286,72,53061041000.0
4151,16,350,0,98052.0,2023,39,97,0,1,0.0,0.0,45.0,227103747,257,73,53033032322.0
4229,30,206,0,98258.0,2018,39,97,0,0,215.0,0.0,44.0,475567522,245,72,53061052607.0
3106,16,27,0,98004.0,2022,13,101,0,1,0.0,0.0,41.0,204929553,270,73,53033023808.0
5941,16,198,0,98034.0,2023,39,100,0,1,0.0,0.0,1.0,264414097,285,73,53033022205.0
5953,30,206,0,98258.0,2023,39,100,0,1,0.0,0.0,44.0,223994032,245,72,53061052506.0
7610,31,216,0,99019.0,2022,17,85,0,1,0.0,0.0,4.0,213760256,8,2,53063013205.0
10164,36,28,0,98225.0,2022,2,39,0,1,0.0,0.0,40.0,207164310,387,74,53073001101.0
1795,35,458,0,99362.0,2013,31,92,0,0,75.0,0.0,16.0,238926481,88,64,53071920902.0
4164,26,153,0,98332.0,2018,39,97,0,0,215.0,0.0,26.0,129188363,424,19,53053072504.0
7037,16,27,0,98005.0,2023,41,129,1,0,42.0,0.0,48.0,260511114,261,73,53033023702.0
4174,30,395,0,98296.0,2019,39,97,0,0,220.0,0.0,1.0,147862445,258,72,53061052112.0
10531,30,134,0,98201.0,2021,5,3,1,2,21.0,0.0,38.0,264429518,279,72,53061041000.0
755,33,298,0,98501.0,2023,8,21,0,1,0.0,0.0,22.0,250943535,492,72,53067011200.0
1824,16,350,0,98052.0,2014,31,92,0,0,84.0,0.0,48.0,130438738,257,73,53033032330.0
5999,2,339,0,99350.0,2024,39,100,0,1,0.0,0.0,16.0,261933374,139,34,53005011702.0
3208,16,377,0,98178.0,2024,8,50,0,1,0.0,0.0,37.0,268353914,292,73,53033026001.0
5952,30,35,0,98012.0,2022,39,100,0,1,0.0,0.0,1.0,219137950,281,72,53061052010.0
1146,22,7,0,98524.0,2018,8,159,1,0,53.0,0.0,35.0,476467253,484,22,53045960403.0
661,26,422,0,98421.0,2024,13,58,0,1,0.0,0.0,27.0,271705101,369,19,53053060200.0
6935,31,406,0,99205.0,2024,38,141,0,1,0.0,0.0,3.0,273872154,46,2,53063000900.0
4110,16,351,0,98058.0,2018,39,97,0,0,215.0,0.0,11.0,343833542,248,73,53033032002.0
4197,14,289,0,98277.0,2018,39,97,0,0,215.0,0.0,10.0,172147468,445,72,53029970401.0
5899,31,278,0,99025.0,2023,39,99,0,1,0.0,0.0,4.0,225851510,4,2,53063010101.0
9795,31,216,0,99019.0,2024,2,122,0,1,0.0,0.0,4.0,252320995,8,2,53063013204.0
4147,14,76,0,98236.0,2019,39,97,0,0,220.0,0.0,10.0,476724328,351,72,53029971800.0
11035,30,269,0,98275.0,2023,5,78,0,1,0.0,0.0,21.0,224128698,308,72,53061042005.0
4679,16,377,0,98178.0,2023,39,98,0,1,0.0,0.0,37.0,224574255,292,57,53033026101.0
4255,31,406,0,99201.0,2020,39,97,0,0,322.0,0.0,3.0,127398239,40,61,53063002300.0
3141,31,406,0,99224.0,2022,13,101,0,1,0.0,0.0,6.0,209312820,47,2,53063013502.0
7537,30,230,0,98036.0,2024,17,85,0,1,0.0,0.0,32.0,262865410,309,72,53061051402.0
5282,16,477,0,98072.0,2021,39,100,0,1,0.0,0.0,45.0,180700138,259,73,53033032320.0
7063,31,407,0,99016.0,2021,41,129,1,0,42.0,0.0,4.0,131230774,15,2,53063013101.0
6928,30,35,0,98012.0,2024,41,129,1,0,42.0,0.0,1.0,260309395,281,72,53061051934.0
5268,16,377,0,98103.0,2021,39,100,0,1,0.0,0.0,43.0,170776434,349,57,53033004901.0
6011,16,48,0,98146.0,2024,39,100,0,1,0.0,0.0,34.0,262971992,352,57,53033027600.0
6042,30,206,0,98258.0,2023,39,100,0,1,0.0,0.0,44.0,257596552,245,72,53061052605.0
1805,31,406,0,99223.0,2015,31,92,0,0,84.0,0.0,6.0,226572041,32,61,53063004701.0
5962,31,406,0,99223.0,2024,39,100,0,1,0.0,0.0,6.0,273762982,32,2,53063005000.0
5930,16,138,0,98024.0,2024,39,100,0,1,0.0,0.0,5.0,273525066,222,73,53033032500.0
8934,16,138,0,98024.0,2021,32,117,0,0,233.0,0.0,5.0,257907317,222,73,53033032221.0
10156,16,351,0,98058.0,2021,2,39,0,1,0.0,0.0,47.0,151278235,248,73,53033029307.0
4265,30,269,0,98275.0,2022,39,97,0,1,0.0,0.0,21.0,187000404,308,72,53061042005.0
6042,28,380,0,98284.0,2023,39,100,0,1,0.0,0.0,39.0,241659498,293,72,53057951502.0
849,30,119,0,98026.0,2017,8,21,0,0,238.0,0.0,21.0,175825324,325,72,53061050403.0
551,30,230,0,98037.0,2024,13,58,0,1,0.0,0.0,21.0,276732256,304,72,53061051928.0
909,31,406,0,99207.0,2023,8,20,0,1,0.0,0.0,3.0,227426811,39,61,53063001800.0
5392,31,406,0,99224.0,2022,35,124,0,1,0.0,0.0,6.0,209700879,47,61,53063013600.0
2098,5,52,0,98607.0,2023,31,92,0,1,0.0,0.0,18.0,278408924,368,36,53011040605.0
3403,26,404,0,98387.0,2024,16,115,0,1,0.0,0.0,29.0,274199803,373,19,53053071411.0
10752,2,355,0,99352.0,2015,5,77,0,0,81.0,0.0,8.0,269750022,118,12,53005010811.0
1496,33,298,0,98501.0,2024,8,140,0,1,0.0,0.0,22.0,266917087,492,72,53067011200.0
811,30,230,0,98037.0,2023,8,21,0,1,0.0,0.0,21.0,229406810,304,72,53061051601.0
5414,30,395,0,98290.0,2022,35,124,0,1,0.0,0.0,39.0,208632546,250,72,53061053603.0
6049,36,28,0,98226.0,2022,39,100,0,1,0.0,0.0,40.0,195071537,398,74,53073000804.0
4088,26,153,0,98332.0,2023,39,97,0,1,0.0,0.0,26.0,245691498,424,19,53053072509.0
10465,2,193,0,99337.0,2023,5,88,0,1,0.0,0.0,8.0,235139803,115,34,53005011506.0
4248,30,411,0,98292.0,2021,39,97,0,1,0.0,0.0,10.0,179523823,358,72,53061053202.0
578,30,134,0,98208.0,2023,13,153,0,1,0.0,0.0,21.0,255987252,269,72,53061041605.0
6037,20,63,0,98532.0,2022,39,100,0,1,0.0,0.0,20.0,189944261,508,20,53041970100.0
3436,16,284,0,98045.0,2024,16,115,0,1,0.0,0.0,5.0,275351681,217,73,53033032705.0
6015,16,238,0,98038.0,2024,39,100,0,1,0.0,0.0,5.0,267541858,241,73,53033032003.0
4286,30,35,0,98012.0,2021,39,97,0,1,0.0,0.0,21.0,178936586,281,72,53061051927.0
10424,31,406,0,99223.0,2016,2,10,1,2,16.0,0.0,6.0,197057717,32,2,53063005000.0
4146,26,422,0,98404.0,2018,39,97,0,0,215.0,0.0,27.0,153922646,375,19,53053063301.0
408,26,422,0,98407.0,2024,13,51,1,0,37.0,0.0,27.0,271082598,401,19,53053060800.0
12626,16,477,0,98072.0,2021,44,166,1,2,18.0,0.0,45.0,179799903,259,73,53033032322.0
5950,16,377,0,98107.0,2024,39,100,0,1,0.0,0.0,36.0,264795723,364,57,53033003301.0
1557,16,347,0,98051.0,2024,15,74,0,1,0.0,0.0,5.0,265343410,229,73,53033031501.0
2092,16,477,0,98072.0,2023,31,92,0,1,0.0,0.0,45.0,235100239,259,73,53033032311.0
5945,16,377,0,98118.0,2023,39,100,0,1,0.0,0.0,37.0,235282722,299,73,53033011102.0
5268,16,377,0,98102.0,2021,39,100,0,1,0.0,0.0,43.0,269622958,331,57,53033007501.0
6176,26,422,0,98409.0,2023,29,109,1,0,38.0,0.0,29.0,240536306,389,19,53053062600.0
5670,36,141,0,98248.0,2023,35,123,0,1,0.0,0.0,42.0,244163027,426,74,53073010504.0
952,13,293,0,98569.0,2021,8,21,0,1,0.0,0.0,24.0,153965311,553,40,53027000201.0
955,13,262,0,98563.0,2019,8,21,0,0,238.0,0.0,19.0,211922945,531,40,53027000700.0
511,3,466,0,98801.0,2023,13,58,0,1,0.0,0.0,12.0,229672642,166,66,53007961200.0
1067,31,167,0,99016.0,2018,8,159,1,0,53.0,0.0,4.0,321602928,15,2,53063013101.0
2916,33,298,0,98501.0,2022,13,101,0,1,0.0,0.0,22.0,224119472,492,72,53067011200.0
6045,31,167,0,99016.0,2022,39,100,0,1,0.0,0.0,4.0,212198248,15,2,53063013003.0
5033,31,406,0,99224.0,2019,39,99,0,0,289.0,0.0,6.0,477118246,47,2,53063013503.0
4189,30,395,0,98290.0,2018,39,97,0,0,215.0,0.0,44.0,129685090,250,72,53061052502.0
4707,28,11,0,98221.0,2023,39,98,0,1,0.0,0.0,40.0,254963600,433,72,53057940403.0
6965,16,351,0,98055.0,2024,41,23,0,1,0.0,0.0,37.0,265882137,273,73,53033025303.0
6392,31,406,0,99203.0,2025,26,36,1,2,26.0,0.0,6.0,272102211,38,61,53063004200.0
7627,16,377,0,98107.0,2023,17,85,0,1,0.0,0.0,36.0,252402279,364,57,53033003202.0
5278,26,404,0,98387.0,2021,39,100,0,1,0.0,0.0,29.0,262666911,373,19,53053071416.0
5674,30,134,0,98203.0,2022,35,123,0,1,0.0,0.0,38.0,230800006,286,72,53061041304.0
689,31,167,0,99016.0,2023,13,58,0,1,0.0,0.0,4.0,251643255,15,2,53063013003.0
7408,16,477,0,98072.0,2019,17,90,0,0,258.0,0.0,45.0,268024760,259,73,53033032307.0
4321,16,140,0,98003.0,2024,39,97,0,1,0.0,0.0,30.0,269616196,337,73,53033030005.0
365,37,340,0,99163.0,2017,13,25,1,2,20.0,0.0,9.0,349566927,16,0,53075000601.0
6816,20,474,0,98596.0,2023,23,104,1,0,37.0,0.0,19.0,274972295,503,20,53041971600.0
966,30,134,0,98201.0,2020,8,21,0,0,259.0,0.0,38.0,260247235,279,72,53061040100.0
4229,16,377,0,98102.0,2018,39,97,0,0,215.0,0.0,43.0,205554520,331,57,53033006100.0
2923,33,298,0,98501.0,2023,13,101,0,1,0.0,0.0,22.0,254590437,492,72,53067011200.0
4182,26,422,0,98403.0,2019,39,97,0,0,220.0,0.0,27.0,281018587,386,19,53053060600.0
6324,12,344,0,98848.0,2018,16,29,1,0,47.0,0.0,13.0,276770308,141,71,53025010600.0
