VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5395,16,377,0,98199.0,2022,35,124,0,1,0.0,0.0,36.0,225874211,367,57,53033005700.0
636,33,439,0,98501.0,2023,13,153,0,1,0.0,0.0,22.0,252093866,492,72,53067010802.0
9260,16,351,0,98059.0,2022,27,48,0,1,0.0,0.0,5.0,272662071,260,73,53033031912.0
1291,16,284,0,98045.0,2013,8,159,1,0,38.0,0.0,5.0,146630914,217,73,53033032800.0
11898,30,416,0,98294.0,2017,33,27,1,2,14.0,0.0,39.0,120937862,218,31,53061053802.0
5487,16,477,0,98072.0,2024,39,37,0,1,0.0,0.0,45.0,272533698,259,73,53033032322.0
10920,28,266,0,98273.0,2023,5,78,0,1,0.0,0.0,40.0,244541125,340,72,53057951900.0
6031,30,35,0,98012.0,2024,39,100,0,1,0.0,0.0,21.0,266587723,281,72,53061041704.0
13467,26,159,0,98338.0,2024,10,72,1,0,32.0,0.0,2.0,274968704,310,73,53053073118.0
6938,26,159,0,98338.0,2023,38,141,0,1,0.0,0.0,2.0,237663919,310,73,53053073118.0
6001,16,373,0,98075.0,2022,39,100,0,1,0.0,0.0,41.0,202261811,240,73,53033032213.0
820,16,198,0,98034.0,2018,8,21,0,0,238.0,0.0,45.0,147101300,285,73,53033021903.0
2549,16,140,0,98003.0,2017,11,1,0,0,84.0,0.0,30.0,103006620,337,73,53033030314.0
7324,26,34,0,98391.0,2020,17,90,0,0,258.0,0.0,31.0,8718615,263,73,53053070312.0
915,30,230,0,98037.0,2019,8,21,0,0,238.0,0.0,32.0,240627635,304,72,53061051702.0
4568,30,230,0,98036.0,2015,39,98,0,0,208.0,0.0,32.0,264654967,309,72,53061051930.0
687,16,373,0,98074.0,2023,13,58,0,1,0.0,0.0,45.0,257264325,235,73,53033032318.0
7637,26,422,0,98404.0,2024,17,85,0,1,0.0,0.0,27.0,277676885,375,19,53053062000.0
6035,30,395,0,98296.0,2024,39,100,0,1,0.0,0.0,44.0,270142974,258,72,53061052122.0
2019,14,51,0,98282.0,2019,31,92,0,0,150.0,0.0,10.0,243787925,366,31,53029971700.0
5998,16,377,0,98112.0,2023,39,100,0,1,0.0,0.0,43.0,235980524,314,57,53033007700.0
9985,30,395,0,98296.0,2022,2,119,1,2,23.0,0.0,44.0,200683213,258,72,53061052121.0
5194,8,304,0,98843.0,2020,39,99,0,0,289.0,0.0,12.0,3648235,162,67,53017950101.0
4158,28,266,0,98273.0,2021,39,97,0,1,0.0,0.0,40.0,148806381,340,72,53057952304.0
4146,14,51,0,98282.0,2018,39,97,0,0,215.0,0.0,10.0,267772144,366,31,53029971500.0
5982,16,351,0,98059.0,2023,39,100,0,1,0.0,0.0,11.0,260834318,260,73,53033025602.0
4211,30,35,0,98012.0,2024,39,97,0,1,0.0,0.0,1.0,271037595,281,72,53061051936.0
4194,36,28,0,98225.0,2023,39,97,0,1,0.0,0.0,40.0,241711886,387,74,53073001102.0
7946,16,198,0,98033.0,2024,17,87,0,1,0.0,0.0,48.0,277118005,280,73,53033022502.0
4813,16,477,0,98072.0,2015,39,98,0,0,208.0,0.0,45.0,178694841,259,73,53033032321.0
904,16,377,0,98144.0,2023,8,20,0,1,0.0,0.0,37.0,259877124,319,57,53033009400.0
6050,26,402,0,98374.0,2023,39,100,0,1,0.0,0.0,25.0,257767324,303,73,53053073111.0
6022,16,377,0,98122.0,2023,39,100,0,1,0.0,0.0,43.0,245851616,320,57,53033007502.0
2851,36,28,0,98226.0,2022,13,101,0,1,0.0,0.0,42.0,204892663,398,74,53073000101.0
264,26,143,0,98466.0,2017,13,60,0,0,100.0,0.0,28.0,128563522,411,19,53053072305.0
6010,16,373,0,98075.0,2023,39,100,0,1,0.0,0.0,41.0,239650197,240,73,53033032224.0
5943,16,377,0,98125.0,2025,39,100,0,1,0.0,0.0,46.0,273369820,315,57,53033000700.0
7633,30,35,0,98012.0,2024,17,85,0,1,0.0,0.0,1.0,269804818,281,72,53061051936.0
7969,16,350,0,98052.0,2023,17,87,0,1,0.0,0.0,48.0,240404370,257,73,53033022803.0
962,31,406,0,99203.0,2021,8,21,0,1,0.0,0.0,6.0,152383843,38,61,53063004400.0
5770,2,355,0,99352.0,2023,39,99,0,1,0.0,0.0,8.0,219769476,118,12,53005010600.0
5479,16,350,0,98052.0,2024,39,37,0,1,0.0,0.0,45.0,265906189,257,73,53033032322.0
6082,30,243,0,98271.0,2023,39,100,0,1,0.0,0.0,39.0,256366722,262,72,53061052808.0
9978,33,298,0,98501.0,2020,2,120,1,2,20.0,0.0,35.0,244091970,492,72,53067011721.0
5756,16,373,0,98075.0,2025,35,123,0,1,0.0,0.0,41.0,276365974,240,73,53033032217.0
4865,16,35,0,98011.0,2015,39,98,0,0,208.0,0.0,1.0,196270840,278,73,53033021702.0
7666,12,264,0,98837.0,2023,17,138,1,0,30.0,0.0,13.0,254976466,119,71,53025011200.0
6022,16,350,0,98052.0,2023,39,100,0,1,0.0,0.0,45.0,259320029,257,73,53033032321.0
6571,16,351,0,98059.0,2024,31,15,0,1,0.0,0.0,5.0,273794587,260,73,53033031912.0
5968,30,35,0,98012.0,2024,39,100,0,1,0.0,0.0,1.0,264276554,281,72,53061051935.0
6588,3,232,0,98828.0,2023,31,15,0,1,0.0,0.0,12.0,264899414,160,66,53007961200.0
4231,30,257,0,98012.0,2020,39,97,0,0,322.0,0.0,44.0,104851323,281,72,53061041704.0
6026,30,230,0,98087.0,2023,39,100,0,1,0.0,0.0,21.0,244433619,305,72,53061041703.0
4084,33,203,0,98503.0,2019,39,97,0,0,220.0,0.0,22.0,307449684,481,72,53067011300.0
4218,26,422,0,98407.0,2023,39,97,0,1,0.0,0.0,27.0,251223367,401,19,53053060904.0
6007,16,27,0,98004.0,2024,39,100,0,1,0.0,0.0,41.0,272542742,270,73,53033023808.0
5037,16,194,0,98042.0,2017,39,99,0,0,200.0,0.0,47.0,130280538,249,73,53033031800.0
6043,16,436,0,98178.0,2024,39,100,0,1,0.0,0.0,11.0,265956806,292,57,53033026300.0
990,17,20,0,98110.0,2019,8,21,0,0,238.0,0.0,23.0,474953244,405,72,53035090901.0
10181,26,404,0,98387.0,2023,2,39,0,1,0.0,0.0,28.0,237832591,373,19,53053071416.0
1229,14,289,0,98277.0,2018,8,159,1,0,53.0,0.0,10.0,474755515,445,72,53029970300.0
2442,16,130,0,98022.0,2018,9,110,1,0,33.0,0.0,5.0,256848042,232,73,53033031202.0
2188,16,194,0,98042.0,2023,43,83,0,1,0.0,0.0,47.0,255092365,249,73,53033031800.0
5931,16,194,0,98031.0,2025,39,100,0,1,0.0,0.0,47.0,275229258,265,73,53033029603.0
4249,16,477,0,98072.0,2022,39,97,0,1,0.0,0.0,45.0,187546957,259,73,53033032320.0
6038,16,198,0,98033.0,2023,39,100,0,1,0.0,0.0,48.0,251360070,280,73,53033022604.0
4190,16,238,0,98038.0,2019,39,97,0,0,220.0,0.0,5.0,190169983,241,73,53033032003.0
5793,26,402,0,98374.0,2024,39,99,0,1,0.0,0.0,25.0,274249825,303,73,53053073123.0
1807,36,229,0,98264.0,2013,31,92,0,0,75.0,0.0,42.0,119235245,383,74,53073010303.0
668,5,450,0,98660.0,2023,13,58,0,1,0.0,0.0,49.0,264965774,451,36,53011041005.0
953,16,477,0,98072.0,2022,8,20,0,1,0.0,0.0,45.0,209187905,259,73,53033032307.0
6682,36,28,0,98229.0,2019,41,114,1,2,25.0,0.0,40.0,132351432,384,74,53073000805.0
353,4,327,0,98363.0,2015,13,25,1,2,19.0,0.0,24.0,144636054,530,35,53009001500.0
4173,30,243,0,98270.0,2018,39,97,0,0,215.0,0.0,44.0,348870749,264,72,53061052710.0
4198,16,477,0,98072.0,2019,39,97,0,0,220.0,0.0,45.0,259221273,259,73,53033032320.0
4187,26,207,0,98391.0,2024,39,97,0,1,0.0,0.0,31.0,272111794,263,73,53053070307.0
1088,36,28,0,98229.0,2013,8,159,1,0,38.0,0.0,40.0,190492662,384,74,53073000803.0
3826,12,131,0,98823.0,2024,24,30,1,2,28.0,0.0,13.0,276577976,131,71,53025010401.0
7953,16,377,0,98107.0,2024,17,87,0,1,0.0,0.0,36.0,270953350,364,57,53033004702.0
6058,30,416,0,98294.0,2023,39,100,0,1,0.0,0.0,39.0,259961733,218,31,53061053803.0
12842,30,35,0,98021.0,2022,44,26,0,1,0.0,0.0,1.0,199056560,268,72,53061051918.0
11395,26,44,0,98321.0,2024,28,71,0,1,0.0,0.0,31.0,265351656,236,73,53053070309.0
10472,36,33,0,98230.0,2022,5,88,0,1,0.0,0.0,42.0,212193642,469,74,53073010301.0
977,16,284,0,98045.0,2021,8,21,0,1,0.0,0.0,5.0,262903931,217,73,53033032705.0
6477,30,35,0,98012.0,2012,31,92,0,0,73.0,0.0,1.0,269421771,281,72,53061052009.0
8516,36,28,0,98225.0,2021,20,103,0,1,0.0,0.0,40.0,172633597,387,74,53073000501.0
6050,36,28,0,98229.0,2023,39,100,0,1,0.0,0.0,40.0,254088327,384,74,53073000803.0
4011,16,377,0,98106.0,2022,5,163,1,0,30.0,0.0,34.0,267069057,347,57,53033009900.0
8162,16,350,0,98053.0,2024,20,54,0,1,0.0,0.0,45.0,265923647,238,73,53033032326.0
6676,16,194,0,98030.0,2017,41,114,1,2,25.0,0.0,47.0,247688318,274,73,53033029508.0
4757,30,134,0,98203.0,2022,39,98,0,1,0.0,0.0,38.0,229828259,286,72,53061041304.0
11474,30,395,0,98290.0,2019,28,31,1,2,12.0,36900.0,44.0,264098362,250,72,53061052302.0
6018,37,340,0,99163.0,2023,39,100,0,1,0.0,0.0,9.0,228369256,16,0,53075000400.0
5270,5,356,0,98642.0,2021,39,100,0,1,0.0,0.0,18.0,262453719,467,36,53011040303.0
2104,16,477,0,98072.0,2023,31,92,0,1,0.0,0.0,45.0,275014540,259,73,53033032307.0
11417,30,230,0,98087.0,2021,28,71,0,0,110.0,0.0,21.0,264731365,305,72,53061051803.0
6002,31,406,0,99224.0,2023,39,100,0,1,0.0,0.0,6.0,254621524,47,61,53063013600.0
6647,2,355,0,99354.0,2020,41,114,1,2,25.0,0.0,8.0,478115431,117,12,53005010201.0
12221,26,422,0,98402.0,2019,43,38,0,0,125.0,0.0,27.0,157753228,380,19,53053060200.0
6011,16,477,0,98072.0,2024,39,100,0,1,0.0,0.0,45.0,262834176,259,73,53033032327.0
6660,26,19,0,98092.0,2017,41,114,1,2,25.0,0.0,31.0,350094188,267,73,53053070316.0
1829,36,33,0,98230.0,2015,31,92,0,0,84.0,0.0,42.0,6552696,469,74,53073010410.0
4159,30,230,0,98037.0,2022,39,97,0,1,0.0,0.0,32.0,269620732,304,72,53061051601.0
2059,16,130,0,98022.0,2020,31,92,0,0,215.0,0.0,31.0,133533214,232,73,53033031301.0
4249,2,193,0,99338.0,2022,39,97,0,1,0.0,0.0,16.0,182732336,122,34,53005010814.0
2834,16,351,0,98058.0,2023,13,101,0,1,0.0,0.0,11.0,271260895,248,73,53033031911.0
12831,16,113,0,98019.0,2018,44,166,1,2,19.0,64950.0,5.0,310265476,230,73,53033032401.0
5484,13,0,0,98520.0,2024,39,37,0,1,0.0,0.0,19.0,274245821,538,40,53027001100.0
4214,30,119,0,98026.0,2019,39,97,0,0,220.0,0.0,21.0,243856245,325,72,53061042004.0
7,30,261,0,98272.0,2023,19,161,1,2,21.0,0.0,39.0,236670689,228,72,53061052203.0
12187,36,28,0,98225.0,2016,43,38,0,0,83.0,0.0,42.0,3485562,387,74,53073000401.0
2582,16,377,0,98102.0,2015,11,1,0,0,87.0,0.0,43.0,124852878,331,57,53033006600.0
8689,28,11,0,98221.0,2023,20,103,0,1,0.0,0.0,40.0,228642011,433,72,53057940700.0
6725,16,351,0,98056.0,2013,41,113,1,2,6.0,0.0,11.0,208273859,266,73,53033025201.0
8673,22,386,0,98584.0,2023,20,103,1,0,33.0,0.0,35.0,228924524,520,22,53045960800.0
6959,36,28,0,98229.0,2024,41,23,0,1,0.0,0.0,40.0,265060085,384,74,53073000803.0
5272,16,350,0,98053.0,2021,39,100,0,1,0.0,0.0,45.0,142088215,238,73,53033032315.0
980,15,332,0,98368.0,2019,8,21,0,0,238.0,0.0,24.0,199282254,475,48,53031950602.0
5390,31,66,0,99004.0,2023,35,124,0,1,0.0,0.0,9.0,258550764,52,2,53063014200.0
974,28,11,0,98221.0,2023,8,20,0,1,0.0,0.0,40.0,220532574,433,72,53057940401.0
8249,28,266,0,98273.0,2022,20,53,0,1,0.0,0.0,39.0,218635224,340,72,53057952304.0
12303,16,377,0,98109.0,2023,32,117,0,1,0.0,0.0,43.0,225867729,345,57,53033007303.0
6010,31,406,0,99202.0,2023,39,100,0,1,0.0,0.0,3.0,241720216,35,61,53063003100.0
4899,27,116,0,98245.0,2017,39,99,0,0,200.0,0.0,40.0,266866526,498,26,53055960103.0
6001,14,51,0,98282.0,2022,39,100,0,1,0.0,0.0,10.0,207615047,366,31,53029971400.0
6006,16,351,0,98058.0,2023,39,100,0,1,0.0,0.0,11.0,235320235,248,73,53033031911.0
6038,16,277,0,98056.0,2023,39,100,0,1,0.0,0.0,41.0,236461067,266,73,53033025001.0
6040,20,61,0,98531.0,2025,39,100,0,1,0.0,0.0,20.0,272763865,507,6,53041970400.0
7625,30,134,0,98208.0,2023,17,85,0,1,0.0,0.0,44.0,240524175,269,72,53061041609.0
4221,16,351,0,98059.0,2018,39,97,0,0,215.0,0.0,5.0,250726773,260,73,53033025006.0
4015,30,35,0,98021.0,2023,5,163,1,0,30.0,0.0,1.0,218212991,268,72,53061051938.0
83,30,206,0,98258.0,2024,19,161,1,2,21.0,0.0,44.0,261312516,245,72,53061052605.0
1821,36,28,0,98225.0,2015,31,92,0,0,84.0,0.0,40.0,9183814,387,74,53073001202.0
5721,30,395,0,98290.0,2025,35,123,0,1,0.0,0.0,39.0,276587916,250,72,53061053603.0
9440,16,477,0,98072.0,2023,27,45,0,1,0.0,0.0,45.0,261972945,259,73,53033032321.0
1925,16,27,0,98004.0,2020,31,92,0,0,149.0,0.0,41.0,138953244,270,73,53033023808.0
10743,13,312,0,98571.0,2015,5,77,0,0,81.0,0.0,24.0,221894165,555,40,53027000202.0
4285,16,350,0,98052.0,2020,39,97,0,0,308.0,0.0,45.0,112756675,257,73,53033032321.0
5999,28,266,0,98274.0,2024,39,100,0,1,0.0,0.0,10.0,273197333,330,72,53057951200.0
7637,16,187,0,98029.0,2024,17,85,0,1,0.0,0.0,5.0,260370036,234,73,53033032220.0
2228,16,477,0,98072.0,2023,43,83,0,1,0.0,0.0,45.0,224282754,259,73,53033032311.0
6018,16,350,0,98052.0,2023,39,100,0,1,0.0,0.0,45.0,253338368,257,73,53033032321.0
12212,16,198,0,98011.0,2019,43,38,0,0,125.0,0.0,1.0,338186712,278,73,53033022201.0
8269,33,298,0,98512.0,2024,20,53,0,1,0.0,0.0,35.0,261068657,499,72,53067011821.0
6041,30,257,0,98012.0,2022,39,100,0,1,0.0,0.0,44.0,227378574,281,72,53061052005.0
519,16,377,0,98178.0,2023,13,58,0,1,0.0,0.0,37.0,271926406,292,73,53033026101.0
6015,16,351,0,98055.0,2024,39,100,0,1,0.0,0.0,37.0,264292199,273,73,53033025303.0
8912,16,198,0,98034.0,2024,20,143,1,0,32.0,0.0,45.0,260364576,285,73,53033021904.0
5998,16,350,0,98052.0,2023,39,100,0,1,0.0,0.0,45.0,249631882,257,73,53033032322.0
6038,30,119,0,98026.0,2023,39,100,0,1,0.0,0.0,32.0,251691037,325,72,53061050800.0
2925,16,35,0,98011.0,2023,13,101,0,1,0.0,0.0,1.0,265351600,278,73,53033021905.0
4029,16,377,0,98119.0,2022,5,163,1,0,30.0,0.0,36.0,195085691,356,57,53033005902.0
4198,23,475,0,98862.0,2019,39,97,0,0,220.0,0.0,12.0,477838245,158,63,53047970900.0
4296,31,454,0,99037.0,2023,39,97,0,1,0.0,0.0,4.0,253341504,17,2,53063013001.0
6022,16,187,0,98027.0,2023,39,100,0,1,0.0,0.0,5.0,254926766,239,73,53033032104.0
4995,16,452,0,98070.0,2017,39,99,0,0,200.0,0.0,34.0,148734225,385,73,53033027702.0
4592,22,386,0,98584.0,2018,39,98,0,0,249.0,0.0,35.0,339567952,520,22,53045961102.0
6002,16,351,0,98058.0,2023,39,100,0,1,0.0,0.0,11.0,235324351,248,73,53033031906.0
2221,26,422,0,98445.0,2023,43,83,0,1,0.0,0.0,25.0,233584298,371,18,53053071305.0
3662,16,377,0,98106.0,2024,0,168,0,1,0.0,0.0,34.0,271588859,347,57,53033026500.0
6569,30,35,0,98021.0,2024,31,15,0,1,0.0,0.0,1.0,272641204,268,72,53061051936.0
342,26,422,0,98418.0,2016,13,25,1,2,19.0,0.0,27.0,176611375,379,19,53053062501.0
8869,30,395,0,98296.0,2025,20,143,1,0,30.0,0.0,1.0,276907844,258,72,53061052107.0
11597,16,27,0,98004.0,2021,33,151,0,0,192.0,0.0,48.0,190251015,270,73,53033024001.0
10123,16,477,0,98072.0,2021,2,39,0,1,0.0,0.0,45.0,156823194,259,73,53033032326.0
6479,33,298,0,98501.0,2012,31,92,0,0,73.0,0.0,22.0,132479539,492,72,53067010100.0
65,16,377,0,98102.0,2021,19,161,1,2,21.0,0.0,43.0,157700784,331,57,53033007501.0
4182,16,284,0,98045.0,2019,39,97,0,0,220.0,0.0,5.0,4405173,217,73,53033032706.0
13479,30,477,0,98072.0,2024,10,72,1,0,32.0,0.0,1.0,273909919,259,72,53061051912.0
6663,30,267,0,98043.0,2020,41,114,1,2,25.0,0.0,32.0,219364197,321,72,53061051000.0
64,30,395,0,98290.0,2023,19,161,1,2,21.0,0.0,39.0,240783343,250,72,53061052203.0
3422,16,48,0,98168.0,2024,16,115,0,1,0.0,0.0,34.0,274046293,338,57,53033027000.0
1827,33,298,0,98501.0,2013,31,92,0,0,75.0,0.0,22.0,117271094,492,72,53067011200.0
320,36,28,0,98226.0,2014,13,25,1,2,19.0,0.0,40.0,349607947,398,74,53073000101.0
4169,16,187,0,98027.0,2023,39,97,0,1,0.0,0.0,5.0,244802309,239,73,53033032102.0
7987,30,119,0,98020.0,2023,17,87,0,1,0.0,0.0,32.0,274007870,360,72,53061050700.0
8619,16,194,0,98031.0,2024,20,103,0,1,0.0,0.0,47.0,270756482,265,73,53033029603.0
6964,22,386,0,98584.0,2023,41,23,0,1,0.0,0.0,35.0,259875017,520,22,53045961300.0
9713,36,28,0,98229.0,2024,2,122,0,1,0.0,0.0,40.0,258792635,384,74,53073001202.0
6965,36,28,0,98226.0,2024,41,23,0,1,0.0,0.0,42.0,266852015,398,74,53073000203.0
6075,16,477,0,98072.0,2024,39,100,0,1,0.0,0.0,45.0,273687088,259,73,53033032311.0
374,33,439,0,98501.0,2017,13,25,1,2,20.0,0.0,22.0,115975513,492,72,53067010802.0
1045,14,147,0,98249.0,2017,8,159,1,0,53.0,0.0,10.0,160492993,406,72,53029971900.0
7044,36,28,0,98229.0,2022,41,129,1,0,42.0,0.0,40.0,226154414,384,74,53073000803.0
1776,16,477,0,98072.0,2024,7,93,0,1,0.0,0.0,45.0,267541879,259,73,53033032322.0
2474,16,387,0,98155.0,2023,9,110,1,0,32.0,0.0,32.0,255307083,324,57,53033020402.0
4020,26,19,0,98092.0,2022,5,163,1,0,30.0,0.0,31.0,209833102,267,73,53053070315.0
12062,16,351,0,98058.0,2022,43,83,0,1,0.0,0.0,11.0,224204228,248,73,53033031910.0
5945,36,28,0,98229.0,2023,39,100,0,1,0.0,0.0,40.0,256257102,384,74,53073001202.0
11396,26,19,0,98092.0,2022,28,71,0,1,0.0,0.0,31.0,202779300,267,73,53053070315.0
11725,31,406,0,99203.0,2021,33,111,1,2,18.0,0.0,3.0,272681370,38,61,53063004500.0
4192,4,383,0,98382.0,2021,39,97,0,1,0.0,0.0,24.0,177558482,519,35,53009002001.0
4088,30,35,0,98012.0,2023,39,97,0,1,0.0,0.0,1.0,244468066,281,72,53061051933.0
2758,16,477,0,98072.0,2013,13,63,1,2,19.0,0.0,45.0,116771532,259,73,53033032311.0
8625,26,34,0,98391.0,2025,20,103,0,1,0.0,0.0,31.0,272279220,263,73,53053070308.0
27,30,411,0,98292.0,2022,19,161,1,2,21.0,0.0,10.0,269864731,358,31,53061053302.0
5487,26,117,0,98328.0,2024,39,37,0,1,0.0,0.0,2.0,274029458,300,17,53053073005.0
410,30,230,0,98087.0,2024,13,51,1,0,37.0,0.0,21.0,264415938,305,72,53061050102.0
5955,16,238,0,98038.0,2025,39,100,0,1,0.0,0.0,5.0,272906861,241,73,53033032003.0
11485,26,146,0,98333.0,2024,33,151,0,1,0.0,0.0,26.0,260296018,448,19,53053072410.0
10776,26,341,0,98374.0,2016,5,77,1,0,72.0,0.0,25.0,265670331,303,73,53053073123.0
6803,5,356,0,98642.0,2022,23,104,1,0,37.0,0.0,17.0,276208012,467,36,53011040412.0
495,4,327,0,98362.0,2024,13,58,0,1,0.0,0.0,24.0,272972276,528,11,53009001000.0
6480,26,422,0,98409.0,2011,31,92,0,0,73.0,0.0,29.0,269316939,389,19,53053062600.0
11394,4,383,0,98382.0,2023,28,71,0,1,0.0,0.0,24.0,219715079,519,35,53009002002.0
4275,26,118,0,98372.0,2022,39,97,0,1,0.0,0.0,31.0,192291872,306,73,53053073501.0
5280,16,377,0,98126.0,2021,39,100,0,1,0.0,0.0,34.0,267879118,357,57,53033010702.0
971,4,383,0,98382.0,2020,8,21,0,0,259.0,0.0,24.0,257593395,519,35,53009001901.0
5656,16,452,0,98070.0,2023,35,123,0,1,0.0,0.0,34.0,254646836,385,73,53033027702.0
4725,16,477,0,98072.0,2021,39,98,0,1,0.0,0.0,45.0,172467760,259,73,53033032320.0
142,28,11,0,98221.0,2024,19,68,1,2,25.0,0.0,40.0,276468860,433,72,53057940700.0
895,16,140,0,98003.0,2019,8,21,0,0,238.0,0.0,30.0,474760226,337,73,53033030005.0
12101,30,206,0,98258.0,2021,43,83,0,1,0.0,0.0,39.0,183201763,245,72,53061053505.0
4784,16,238,0,98027.0,2015,39,98,0,0,208.0,0.0,5.0,139463103,239,73,53033032003.0
9087,31,248,0,99021.0,2019,18,76,0,0,234.0,0.0,4.0,112827970,30,2,53063010204.0
3296,12,8,0,99103.0,2024,8,50,0,1,0.0,0.0,12.0,271700607,101,71,53025010100.0
6944,31,216,0,99019.0,2023,38,141,0,1,0.0,0.0,4.0,258066651,8,2,53063013204.0
4528,30,163,0,98252.0,2017,39,98,0,0,210.0,0.0,39.0,205763316,226,31,53061053606.0
6002,16,373,0,98029.0,2023,39,100,0,1,0.0,0.0,5.0,228814897,234,73,53033032211.0
5264,31,406,0,99223.0,2021,39,100,0,1,0.0,0.0,6.0,150051821,32,61,53063004900.0
7627,26,118,0,98372.0,2023,17,85,0,1,0.0,0.0,31.0,236534819,306,73,53053073501.0
4977,26,153,0,98332.0,2016,39,99,0,0,200.0,0.0,26.0,181105249,424,19,53053072508.0
5263,30,119,0,98026.0,2020,39,100,0,0,291.0,0.0,21.0,128900614,325,72,53061050200.0
6029,30,134,0,98208.0,2022,39,100,0,1,0.0,0.0,44.0,192492982,269,72,53061041610.0
4156,26,422,0,98409.0,2019,39,97,0,0,220.0,0.0,29.0,205629896,389,19,53053071803.0
4224,8,114,0,98802.0,2021,39,97,0,1,0.0,0.0,12.0,270742734,164,67,53017950400.0
5261,26,341,0,98374.0,2021,39,100,0,1,0.0,0.0,25.0,245833311,303,73,53053073123.0
8696,26,422,0,98465.0,2024,20,103,0,1,0.0,0.0,28.0,267015430,409,19,53053061002.0
5268,31,406,0,99208.0,2021,39,100,0,1,0.0,0.0,7.0,180746254,45,2,53063010508.0
6615,37,340,0,99163.0,2024,41,114,1,0,39.0,0.0,9.0,264813293,16,0,53075000400.0
4213,14,289,0,98277.0,2018,39,97,0,0,215.0,0.0,10.0,474682498,445,72,53029970402.0
4277,26,422,0,98445.0,2020,39,97,0,0,308.0,0.0,29.0,262801129,371,15,53053071408.0
1815,26,341,0,98372.0,2013,31,92,0,0,75.0,0.0,25.0,7979128,306,73,53053073405.0
3118,16,284,0,98045.0,2022,13,101,0,1,0.0,0.0,5.0,203819276,217,73,53033032704.0
2439,26,422,0,98407.0,2021,9,110,1,0,32.0,0.0,27.0,142114899,401,19,53053060500.0
5903,27,225,0,98261.0,2024,39,99,0,1,0.0,0.0,40.0,271428601,500,26,53055960501.0
6023,30,230,0,98037.0,2024,39,100,0,1,0.0,0.0,32.0,272841663,304,72,53061051802.0
5265,16,35,0,98011.0,2020,39,100,0,0,291.0,0.0,1.0,197651212,278,73,53033021803.0
2168,31,66,0,99004.0,2024,43,83,0,1,0.0,0.0,6.0,271156441,52,2,53063014100.0
5270,26,404,0,98387.0,2021,39,100,0,1,0.0,0.0,28.0,180815029,373,19,53053073114.0
4786,16,477,0,98072.0,2015,39,98,0,0,208.0,0.0,45.0,186162560,259,73,53033032307.0
5938,16,138,0,98024.0,2024,39,100,0,1,0.0,0.0,5.0,274302836,222,73,53033032221.0
10663,26,153,0,98329.0,2018,5,0,1,2,14.0,45600.0,26.0,213440300,450,19,53053072601.0
4101,16,377,0,98112.0,2018,39,97,0,0,215.0,0.0,43.0,321319470,314,57,53033007501.0
7199,30,269,0,98275.0,2024,17,91,0,1,0.0,0.0,21.0,265073742,308,72,53061041304.0
219,16,477,0,98072.0,2024,19,68,1,2,25.0,0.0,45.0,265162236,259,73,53033032307.0
3810,26,422,0,98422.0,2022,24,30,1,2,28.0,0.0,27.0,187484321,359,19,53053940005.0
6955,16,284,0,98045.0,2024,41,23,0,1,0.0,0.0,5.0,265121573,217,73,53033032704.0
298,30,230,0,98036.0,2014,13,60,0,0,76.0,0.0,32.0,183781545,309,72,53061051930.0
4542,16,187,0,98027.0,2017,39,98,0,0,210.0,0.0,5.0,107261822,239,73,53033032102.0
12097,16,351,0,98058.0,2021,43,83,0,1,0.0,0.0,11.0,265670541,248,73,53033031909.0
10924,16,452,0,98070.0,2024,5,78,0,1,0.0,0.0,34.0,261779066,385,73,53033027701.0
4185,26,159,0,98338.0,2022,39,97,0,1,0.0,0.0,2.0,217933159,310,73,53053073118.0
1700,30,134,0,98203.0,2024,7,93,0,1,0.0,0.0,38.0,261867154,286,72,53061041202.0
5980,26,368,0,98580.0,2024,39,100,0,1,0.0,0.0,2.0,263116507,413,19,53053073005.0
4178,13,291,0,98568.0,2023,39,97,0,1,0.0,0.0,19.0,253869437,523,40,53027000700.0
4124,30,261,0,98272.0,2023,39,97,0,1,0.0,0.0,39.0,251496969,228,72,53061053801.0
9569,16,477,0,98072.0,2022,2,41,0,1,0.0,0.0,45.0,266933411,259,73,53033032326.0
6980,17,37,0,98310.0,2023,41,129,1,0,42.0,0.0,23.0,244774967,432,72,53035080101.0
8692,26,422,0,98404.0,2023,20,103,0,1,0.0,0.0,27.0,220457807,375,19,53053063301.0
5940,30,230,0,98087.0,2022,39,100,0,1,0.0,0.0,21.0,208232636,305,72,53061041703.0
7168,16,351,0,98059.0,2014,8,146,0,0,82.0,0.0,5.0,187411136,260,73,53033025104.0
1908,31,216,0,99019.0,2018,31,92,0,0,151.0,0.0,4.0,170804252,8,2,53063013204.0
811,26,34,0,98391.0,2023,8,21,0,1,0.0,0.0,31.0,227243929,263,73,53053070312.0
12388,26,413,0,98388.0,2024,44,157,1,0,41.0,0.0,28.0,258985779,427,51,53053072109.0
227,35,458,0,99362.0,2023,19,68,1,2,25.0,0.0,16.0,254992580,88,64,53071920500.0
4663,16,376,0,98198.0,2016,39,98,0,0,210.0,0.0,33.0,156548969,329,73,53033028300.0
